TRINITY_DN9010_c0_g1_i2	0.525145	0.56119	0	0	0	0
TRINITY_DN9010_c0_g1_i3	0.351893	0.548338	0	0	0	0
TRINITY_DN9010_c0_g1_i4	0.352842	0.123851	0	0	0	0
TRINITY_DN9010_c0_g1_i5	0.480983	0.694724	0	0.02842	0	0
TRINITY_DN9010_c0_g1_i7	0.343332	0	0	0	0	0
TRINITY_DN9010_c0_g1_i8	0.295408	0.56549	0.011505	0	0	0
TRINITY_DN9010_c0_g1_i9	0.485131	0.419496	0	0	0	0
TRINITY_DN946_c0_g1_i11	0	6.188263	1.193816	3.513331	9.02308	10.673578
TRINITY_DN946_c0_g1_i14	0.615189	0	0.069781	0	0	7.362896
TRINITY_DN946_c0_g1_i15	0	0	0	0.813476	2.751143	0
TRINITY_DN946_c0_g1_i3	0	0.174546	0.112905	3.293556	5.578317	4.894606
TRINITY_DN946_c0_g1_i4	0	0	0	1.791022	1.902185	0
TRINITY_DN946_c0_g1_i6	0	0	0	0	0.286925	0
TRINITY_DN946_c0_g1_i7	1.323275	48.472685	34.129643	0	0	5.399964
TRINITY_DN946_c0_g1_i9	3.720509	13.702771	5.760693	2.357271	5.084499	6.005255
